CUSTOMER INVOICE NUMBER;CONCEPT;CUSTOMER;PROVINCE;SECTOR;CUSTOMER IMPORT;CUSTOMER INVOICE DATE;CUSTOMER PAYMENT;SUPPLIER;ZONE;TYPE;IMPORT SUPPLIER
522;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 150,00 € ;16/03/2019;YES;PROV-003;ZONE 2;INTERNAL; 37,50 € 
523;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 1.200,00 € ;15/09/2020;YES;PROV-001;ZONE 1;EXTERNAL; 300,00 € 
524;PROJECT;CUSTOMER-0007;BARCELONA;BANK; 800,00 € ;28/03/2020;YES;PROV-002;ZONE 1;EXTERNAL; 200,00 € 
525;TEAMS;CUSTOMER-0003;MADRID;CONSTRUCTION; 750,00 € ;15/08/2020;YES;PROV-001;ZONE 1;EXTERNAL; 187,50 € 
526;CONSULTING;CUSTOMER-0004;MADRID;CONSTRUCTION; 4.500,00 € ;03/03/2019;YES;PROV-005;ZONE 2;INTERNAL; 1.125,00 € 
527;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 500,00 € ;06/01/2020;YES;PROV-003;ZONE 2;INTERNAL; 125,00 € 
528;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 750,00 € ;10/08/2021;YES;PROV-005;ZONE 2;INTERNAL; 300,00 € 
529;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 950,00 € ;19/05/2021;YES;PROV-005;ZONE 2;INTERNAL; 380,00 € 
530;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 680,00 € ;14/03/2020;YES;PROV-003;ZONE 2;INTERNAL; 272,00 € 
531;TRAINING;CUSTOMER-0008;ALICANTE;METAL; 950,00 € ;27/05/2019;YES;PROV-005;ZONE 2;INTERNAL; 427,50 € 
532;CONSULTING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 1.500,00 € ;23/10/2020;YES;PROV-003;ZONE 2;INTERNAL; 675,00 € 
533;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 5.000,00 € ;01/05/2020;NO;PROV-005;ZONE 2;INTERNAL; 2.250,00 € 
534;PROJECT;CUSTOMER-0001;MADRID;METAL; 6.500,00 € ;16/06/2019;NO;PROV-005;ZONE 2;INTERNAL; 2.925,00 € 
535;TEAMS;CUSTOMER-0010;MADRID;BANK; 8.500,00 € ;14/09/2019;NO;PROV-003;ZONE 2;INTERNAL; 3.825,00 € 
536;PROGRAM;CUSTOMER-0001;MADRID;METAL; 1.200,00 € ;26/01/2020;NO;PROV-001;ZONE 1;EXTERNAL; 540,00 € 
537;TRAINING;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 300,00 € ;17/09/2019;NO;PROV-002;ZONE 1;EXTERNAL; 135,00 € 
538;CONSULTING;CUSTOMER-0003;MADRID;CONSTRUCTION; 200,00 € ;14/08/2019;NO;PROV-001;ZONE 1;EXTERNAL; 90,00 € 
539;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 150,00 € ;14/11/2020;NO;PROV-004;ZONE 1;EXTERNAL; 67,50 € 
540;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 120,00 € ;22/04/2019;YES;PROV-004;ZONE 1;EXTERNAL; 54,00 € 
541;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;23/01/2020;YES;PROV-004;ZONE 1;EXTERNAL; 135,00 € 
542;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 350,00 € ;23/06/2020;YES;PROV-004;ZONE 1;EXTERNAL; 157,50 € 
543;TRAINING;CUSTOMER-0008;ALICANTE;METAL; 300,00 € ;16/09/2020;YES;PROV-004;ZONE 1;EXTERNAL; 135,00 € 
544;CONSULTING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 120,00 € ;12/11/2020;YES;PROV-005;ZONE 2;INTERNAL; 54,00 € 
545;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 150,00 € ;20/11/2020;YES;PROV-003;ZONE 2;INTERNAL; 67,50 € 
546;PROJECT;CUSTOMER-0004;MADRID;CONSTRUCTION; 8.500,00 € ;17/12/2020;YES;PROV-005;ZONE 2;INTERNAL; 3.825,00 € 
547;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 1.200,00 € ;17/05/2021;NO;PROV-005;ZONE 2;INTERNAL; 540,00 € 
548;PROGRAM;CUSTOMER-0005;BARCELONA;METAL; 300,00 € ;30/12/2019;NO;PROV-003;ZONE 2;INTERNAL; 135,00 € 
549;TRAINING;CUSTOMER-0006;BARCELONA;BANK; 200,00 € ;04/12/2021;NO;PROV-005;ZONE 2;INTERNAL; 90,00 € 
550;CONSULTING;CUSTOMER-0007;BARCELONA;BANK; 150,00 € ;13/12/2020;NO;PROV-003;ZONE 2;INTERNAL; 67,50 € 
551;DEVELOPMENT;CUSTOMER-0008;ALICANTE;METAL; 120,00 € ;25/12/2021;NO;PROV-005;ZONE 2;INTERNAL; 54,00 € 
552;PROJECT;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 300,00 € ;11/10/2019;NO;PROV-005;ZONE 2;INTERNAL; 135,00 € 
553;TEAMS;CUSTOMER-0010;MADRID;BANK; 350,00 € ;13/12/2019;YES;PROV-003;ZONE 2;INTERNAL; 157,50 € 
554;PROGRAM;CUSTOMER-0001;MADRID;METAL; 300,00 € ;08/05/2020;YES;PROV-001;ZONE 1;EXTERNAL; 135,00 € 
555;TRAINING;CUSTOMER-0010;MADRID;BANK; 120,00 € ;18/04/2021;YES;PROV-002;ZONE 1;EXTERNAL; 54,00 € 
556;CONSULTING;CUSTOMER-0001;MADRID;METAL; 150,00 € ;12/09/2019;YES;PROV-001;ZONE 1;EXTERNAL; 67,50 € 
557;DEVELOPMENT;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 1.200,00 € ;05/11/2019;YES;PROV-005;ZONE 2;INTERNAL; 540,00 € 
558;PROJECT;CUSTOMER-0003;MADRID;CONSTRUCTION; 800,00 € ;24/01/2020;YES;PROV-003;ZONE 2;INTERNAL; 240,00 € 
559;TEAMS;CUSTOMER-0004;MADRID;CONSTRUCTION; 750,00 € ;26/07/2021;YES;PROV-005;ZONE 2;INTERNAL; 225,00 € 
560;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 4.500,00 € ;19/08/2020;YES;PROV-005;ZONE 2;INTERNAL; 1.350,00 € 
561;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 500,00 € ;25/06/2019;YES;PROV-003;ZONE 2;INTERNAL; 150,00 € 
562;PROJECT;CUSTOMER-0007;BARCELONA;BANK; 750,00 € ;24/08/2019;YES;PROV-005;ZONE 2;INTERNAL; 225,00 € 
563;TEAMS;CUSTOMER-0008;ALICANTE;METAL; 950,00 € ;23/03/2021;YES;PROV-003;ZONE 2;INTERNAL; 285,00 € 
564;PROGRAM;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 680,00 € ;02/10/2021;YES;PROV-005;ZONE 2;INTERNAL; 204,00 € 
565;TRAINING;CUSTOMER-0010;MADRID;BANK; 950,00 € ;09/09/2021;YES;PROV-005;ZONE 2;INTERNAL; 285,00 € 
566;CONSULTING;CUSTOMER-0004;MADRID;CONSTRUCTION; 1.500,00 € ;30/06/2019;YES;PROV-003;ZONE 2;INTERNAL; 450,00 € 
567;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 5.000,00 € ;29/10/2019;YES;PROV-001;ZONE 1;EXTERNAL; 1.500,00 € 
568;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 6.500,00 € ;19/07/2020;YES;PROV-002;ZONE 1;EXTERNAL; 1.950,00 € 
569;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 1.200,00 € ;08/08/2021;YES;PROV-001;ZONE 1;EXTERNAL; 360,00 € 
570;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 800,00 € ;19/01/2020;YES;PROV-004;ZONE 1;EXTERNAL; 240,00 € 
571;TRAINING;CUSTOMER-0008;ALICANTE;METAL; 750,00 € ;23/03/2019;YES;PROV-004;ZONE 1;EXTERNAL; 225,00 € 
572;CONSULTING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 4.500,00 € ;14/07/2021;YES;PROV-004;ZONE 1;EXTERNAL; 1.350,00 € 
573;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 500,00 € ;15/09/2020;YES;PROV-004;ZONE 1;EXTERNAL; 150,00 € 
574;PROJECT;CUSTOMER-0001;MADRID;METAL; 750,00 € ;25/02/2019;NO;PROV-004;ZONE 1;EXTERNAL; 225,00 € 
575;TEAMS;CUSTOMER-0010;MADRID;BANK; 950,00 € ;18/11/2020;NO;PROV-005;ZONE 2;INTERNAL; 285,00 € 
576;PROGRAM;CUSTOMER-0001;MADRID;METAL; 680,00 € ;07/08/2020;NO;PROV-003;ZONE 2;INTERNAL; 204,00 € 
577;TRAINING;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 950,00 € ;29/11/2020;NO;PROV-005;ZONE 2;INTERNAL; 285,00 € 
578;CONSULTING;CUSTOMER-0003;MADRID;CONSTRUCTION; 1.500,00 € ;23/08/2019;NO;PROV-005;ZONE 2;INTERNAL; 450,00 € 
579;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 5.000,00 € ;27/02/2021;NO;PROV-003;ZONE 2;INTERNAL; 1.500,00 € 
580;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 6.500,00 € ;21/04/2020;NO;PROV-005;ZONE 2;INTERNAL; 1.950,00 € 
581;PROJECT;CUSTOMER-0006;BARCELONA;BANK; 8.500,00 € ;31/07/2020;YES;PROV-003;ZONE 2;INTERNAL; 2.550,00 € 
582;TEAMS;CUSTOMER-0007;BARCELONA;BANK; 1.200,00 € ;10/07/2021;YES;PROV-005;ZONE 2;INTERNAL; 360,00 € 
583;PROGRAM;CUSTOMER-0008;ALICANTE;METAL; 300,00 € ;24/06/2021;YES;PROV-005;ZONE 2;INTERNAL; 90,00 € 
584;TRAINING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 200,00 € ;25/09/2020;YES;PROV-003;ZONE 2;INTERNAL; 60,00 € 
585;CONSULTING;CUSTOMER-0010;MADRID;BANK; 150,00 € ;27/03/2020;YES;PROV-001;ZONE 1;EXTERNAL; 45,00 € 
586;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 120,00 € ;19/01/2021;YES;PROV-002;ZONE 1;EXTERNAL; 36,00 € 
587;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 300,00 € ;03/03/2020;YES;PROV-001;ZONE 1;EXTERNAL; 90,00 € 
588;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 350,00 € ;26/07/2020;YES;PROV-005;ZONE 2;INTERNAL; 105,00 € 
589;PROGRAM;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;03/09/2021;YES;PROV-003;ZONE 2;INTERNAL; 90,00 € 
590;TRAINING;CUSTOMER-0007;BARCELONA;BANK; 120,00 € ;03/05/2019;YES;PROV-005;ZONE 2;INTERNAL; 36,00 € 
591;CONSULTING;CUSTOMER-0008;ALICANTE;METAL; 150,00 € ;11/02/2020;YES;PROV-005;ZONE 2;INTERNAL; 45,00 € 
592;DEVELOPMENT;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 1.200,00 € ;12/04/2019;YES;PROV-003;ZONE 2;INTERNAL; 360,00 € 
593;PROJECT;CUSTOMER-0010;MADRID;BANK; 800,00 € ;02/04/2020;YES;PROV-005;ZONE 2;INTERNAL; 240,00 € 
594;TEAMS;CUSTOMER-0001;MADRID;METAL; 750,00 € ;02/11/2021;YES;PROV-003;ZONE 2;INTERNAL; 225,00 € 
595;CONSULTING;CUSTOMER-0010;MADRID;BANK; 4.500,00 € ;19/12/2020;YES;PROV-005;ZONE 2;INTERNAL; 1.350,00 € 
596;DEVELOPMENT;CUSTOMER-0001;MADRID;METAL; 500,00 € ;23/01/2020;YES;PROV-005;ZONE 2;INTERNAL; 150,00 € 
597;PROJECT;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 750,00 € ;26/09/2019;YES;PROV-003;ZONE 2;INTERNAL; 225,00 € 
598;TEAMS;CUSTOMER-0003;MADRID;CONSTRUCTION; 950,00 € ;31/05/2021;YES;PROV-001;ZONE 1;EXTERNAL; 285,00 € 
599;PROGRAM;CUSTOMER-0004;MADRID;CONSTRUCTION; 680,00 € ;29/12/2021;YES;PROV-002;ZONE 1;EXTERNAL; 204,00 € 
600;TRAINING;CUSTOMER-0005;BARCELONA;METAL; 950,00 € ;03/03/2021;YES;PROV-001;ZONE 1;EXTERNAL; 285,00 € 
601;CONSULTING;CUSTOMER-0006;BARCELONA;BANK; 1.500,00 € ;07/06/2021;YES;PROV-004;ZONE 1;EXTERNAL; 450,00 € 
602;DEVELOPMENT;CUSTOMER-0007;BARCELONA;BANK; 5.000,00 € ;18/03/2019;YES;PROV-004;ZONE 1;EXTERNAL; 1.500,00 € 
603;PROJECT;CUSTOMER-0008;ALICANTE;METAL; 6.500,00 € ;08/02/2019;NO;PROV-004;ZONE 1;EXTERNAL; 1.625,00 € 
604;TEAMS;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 8.500,00 € ;10/01/2021;NO;PROV-005;ZONE 2;INTERNAL; 2.125,00 € 
605;PROGRAM;CUSTOMER-0010;MADRID;BANK; 1.200,00 € ;16/05/2021;NO;PROV-005;ZONE 2;INTERNAL; 300,00 € 
606;PROJECT;CUSTOMER-0004;MADRID;CONSTRUCTION; 300,00 € ;07/05/2019;NO;PROV-003;ZONE 2;INTERNAL; 75,00 € 
607;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 200,00 € ;03/04/2020;NO;PROV-005;ZONE 2;INTERNAL; 50,00 € 
608;PROGRAM;CUSTOMER-0006;BARCELONA;BANK; 150,00 € ;01/02/2019;NO;PROV-005;ZONE 2;INTERNAL; 37,50 € 
609;TRAINING;CUSTOMER-0007;BARCELONA;BANK; 120,00 € ;13/02/2020;NO;PROV-003;ZONE 2;INTERNAL; 30,00 € 
610;CONSULTING;CUSTOMER-0003;MADRID;CONSTRUCTION; 300,00 € ;11/02/2020;YES;PROV-005;ZONE 2;INTERNAL; 75,00 € 
611;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 350,00 € ;04/10/2019;YES;PROV-003;ZONE 2;INTERNAL; 87,50 € 
612;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 300,00 € ;19/12/2020;YES;PROV-005;ZONE 2;INTERNAL; 75,00 € 
613;TEAMS;CUSTOMER-0005;BARCELONA;METAL; 120,00 € ;16/04/2021;YES;PROV-005;ZONE 2;INTERNAL; 30,00 € 
614;CONSULTING;CUSTOMER-0006;BARCELONA;BANK; 150,00 € ;15/01/2020;YES;PROV-003;ZONE 2;INTERNAL; 37,50 € 
615;DEVELOPMENT;CUSTOMER-0007;BARCELONA;BANK; 8.500,00 € ;24/07/2020;YES;PROV-001;ZONE 1;EXTERNAL; 2.125,00 € 
616;PROJECT;CUSTOMER-0008;ALICANTE;METAL; 1.200,00 € ;21/12/2019;YES;PROV-002;ZONE 1;EXTERNAL; 300,00 € 
617;TEAMS;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 300,00 € ;30/06/2020;NO;PROV-001;ZONE 1;EXTERNAL; 75,00 € 
618;PROGRAM;CUSTOMER-0010;MADRID;BANK; 200,00 € ;16/04/2021;NO;PROV-004;ZONE 1;EXTERNAL; 50,00 € 
619;TRAINING;CUSTOMER-0001;MADRID;METAL; 150,00 € ;26/06/2020;NO;PROV-004;ZONE 1;EXTERNAL; 37,50 € 
620;CONSULTING;CUSTOMER-0010;MADRID;BANK; 120,00 € ;18/01/2021;NO;PROV-004;ZONE 1;EXTERNAL; 30,00 € 
621;DEVELOPMENT;CUSTOMER-0001;MADRID;METAL; 300,00 € ;19/05/2019;NO;PROV-004;ZONE 1;EXTERNAL; 75,00 € 
622;PROJECT;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 350,00 € ;28/10/2020;NO;PROV-004;ZONE 1;EXTERNAL; 87,50 € 
623;TEAMS;CUSTOMER-0003;MADRID;CONSTRUCTION; 300,00 € ;14/01/2021;YES;PROV-005;ZONE 2;INTERNAL; 75,00 € 
624;PROGRAM;CUSTOMER-0004;MADRID;CONSTRUCTION; 120,00 € ;28/09/2020;YES;PROV-003;ZONE 2;INTERNAL; 30,00 € 
625;TRAINING;CUSTOMER-0005;BARCELONA;METAL; 150,00 € ;06/05/2019;YES;PROV-005;ZONE 2;INTERNAL; 37,50 € 
626;CONSULTING;CUSTOMER-0006;BARCELONA;BANK; 1.200,00 € ;24/08/2020;YES;PROV-005;ZONE 2;INTERNAL; 300,00 € 
627;DEVELOPMENT;CUSTOMER-0007;BARCELONA;BANK; 800,00 € ;08/01/2019;YES;PROV-003;ZONE 2;INTERNAL; 200,00 € 
628;PROJECT;CUSTOMER-0008;ALICANTE;METAL; 750,00 € ;17/08/2020;YES;PROV-005;ZONE 2;INTERNAL; 187,50 € 
629;TEAMS;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 4.500,00 € ;06/08/2019;YES;PROV-003;ZONE 2;INTERNAL; 1.125,00 € 
630;PROGRAM;CUSTOMER-0010;MADRID;BANK; 500,00 € ;20/02/2021;YES;PROV-005;ZONE 2;INTERNAL; 125,00 € 
631;TRAINING;CUSTOMER-0004;MADRID;CONSTRUCTION; 750,00 € ;12/09/2021;YES;PROV-005;ZONE 2;INTERNAL; 187,50 € 
632;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 950,00 € ;23/01/2020;YES;PROV-003;ZONE 2;INTERNAL; 237,50 € 
633;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 680,00 € ;11/01/2019;YES;PROV-001;ZONE 1;EXTERNAL; 170,00 € 
634;PROJECT;CUSTOMER-0006;BARCELONA;BANK; 120,00 € ;22/04/2019;YES;PROV-002;ZONE 1;EXTERNAL; 30,00 € 
635;TEAMS;CUSTOMER-0007;BARCELONA;BANK; 150,00 € ;12/06/2021;YES;PROV-001;ZONE 1;EXTERNAL; 37,50 € 
636;PROGRAM;CUSTOMER-0008;ALICANTE;METAL; 1.200,00 € ;09/02/2020;YES;PROV-005;ZONE 2;INTERNAL; 300,00 € 
637;TRAINING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 800,00 € ;11/11/2020;YES;PROV-005;ZONE 2;INTERNAL; 200,00 € 
638;CONSULTING;CUSTOMER-0010;MADRID;BANK; 750,00 € ;23/06/2021;YES;PROV-003;ZONE 2;INTERNAL; 300,00 € 
639;DEVELOPMENT;CUSTOMER-0001;MADRID;METAL; 4.500,00 € ;14/02/2019;YES;PROV-005;ZONE 2;INTERNAL; 1.800,00 € 
640;PROJECT;CUSTOMER-0010;MADRID;BANK; 500,00 € ;24/02/2021;YES;PROV-003;ZONE 2;INTERNAL; 200,00 € 
641;TEAMS;CUSTOMER-0001;MADRID;METAL; 750,00 € ;25/08/2021;YES;PROV-005;ZONE 2;INTERNAL; 300,00 € 
642;PROGRAM;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 950,00 € ;18/04/2019;YES;PROV-005;ZONE 2;INTERNAL; 380,00 € 
643;TRAINING;CUSTOMER-0003;MADRID;CONSTRUCTION; 680,00 € ;31/01/2020;YES;PROV-003;ZONE 2;INTERNAL; 272,00 € 
644;CONSULTING;CUSTOMER-0004;MADRID;CONSTRUCTION; 950,00 € ;04/05/2021;NO;PROV-001;ZONE 1;EXTERNAL; 380,00 € 
645;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 1.500,00 € ;25/07/2021;NO;PROV-002;ZONE 1;EXTERNAL; 600,00 € 
646;PROJECT;CUSTOMER-0006;BARCELONA;BANK; 5.000,00 € ;23/08/2021;NO;PROV-001;ZONE 1;EXTERNAL; 2.000,00 € 
647;TEAMS;CUSTOMER-0007;BARCELONA;BANK; 6.500,00 € ;23/05/2019;NO;PROV-005;ZONE 2;INTERNAL; 2.600,00 € 
648;CONSULTING;CUSTOMER-0008;ALICANTE;METAL; 8.500,00 € ;07/12/2020;NO;PROV-003;ZONE 2;INTERNAL; 3.400,00 € 
649;DEVELOPMENT;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 1.200,00 € ;03/01/2019;NO;PROV-005;ZONE 2;INTERNAL; 480,00 € 
650;PROJECT;CUSTOMER-0010;MADRID;BANK; 300,00 € ;24/06/2019;NO;PROV-005;ZONE 2;INTERNAL; 120,00 € 
651;TEAMS;CUSTOMER-0004;MADRID;CONSTRUCTION; 200,00 € ;31/05/2019;YES;PROV-003;ZONE 2;INTERNAL; 80,00 € 
652;PROGRAM;CUSTOMER-0010;MADRID;BANK; 150,00 € ;20/11/2019;YES;PROV-005;ZONE 2;INTERNAL; 60,00 € 
653;TRAINING;CUSTOMER-0001;MADRID;METAL; 120,00 € ;18/05/2021;YES;PROV-003;ZONE 2;INTERNAL; 48,00 € 
654;CONSULTING;CUSTOMER-0010;MADRID;BANK; 300,00 € ;28/01/2021;YES;PROV-005;ZONE 2;INTERNAL; 120,00 € 
655;DEVELOPMENT;CUSTOMER-0001;MADRID;METAL; 350,00 € ;10/05/2020;YES;PROV-005;ZONE 2;INTERNAL; 140,00 € 
656;PROJECT;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 300,00 € ;26/04/2020;YES;PROV-003;ZONE 2;INTERNAL; 120,00 € 
657;TEAMS;CUSTOMER-0010;MADRID;BANK; 120,00 € ;06/08/2020;YES;PROV-001;ZONE 1;EXTERNAL; 48,00 € 
658;PROGRAM;CUSTOMER-0004;MADRID;CONSTRUCTION; 150,00 € ;31/12/2019;YES;PROV-002;ZONE 1;EXTERNAL; 60,00 € 
659;TRAINING;CUSTOMER-0005;BARCELONA;METAL; 8.500,00 € ;15/09/2019;YES;PROV-001;ZONE 1;EXTERNAL; 3.400,00 € 
660;CONSULTING;CUSTOMER-0005;BARCELONA;METAL; 1.200,00 € ;26/01/2021;YES;PROV-004;ZONE 1;EXTERNAL; 480,00 € 
661;DEVELOPMENT;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;05/01/2020;YES;PROV-004;ZONE 1;EXTERNAL; 120,00 € 
662;PROJECT;CUSTOMER-0007;BARCELONA;BANK; 200,00 € ;02/10/2020;YES;PROV-004;ZONE 1;EXTERNAL; 80,00 € 
663;TEAMS;CUSTOMER-0008;ALICANTE;METAL; 150,00 € ;25/08/2021;YES;PROV-004;ZONE 1;EXTERNAL; 60,00 € 
664;PROGRAM;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 120,00 € ;07/11/2020;YES;PROV-004;ZONE 1;EXTERNAL; 48,00 € 
665;TRAINING;CUSTOMER-0010;MADRID;BANK; 300,00 € ;01/09/2020;YES;PROV-005;ZONE 2;INTERNAL; 120,00 € 
666;CONSULTING;CUSTOMER-0001;MADRID;METAL; 350,00 € ;02/03/2021;YES;PROV-003;ZONE 2;INTERNAL; 140,00 € 
667;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 8.500,00 € ;08/10/2020;YES;PROV-005;ZONE 2;INTERNAL; 3.400,00 € 
668;TEAMS;CUSTOMER-0001;MADRID;METAL; 1.200,00 € ;21/02/2019;YES;PROV-005;ZONE 2;INTERNAL; 480,00 € 
669;PROGRAM;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 300,00 € ;15/07/2019;YES;PROV-003;ZONE 2;INTERNAL; 120,00 € 
670;TEAMS;CUSTOMER-0003;MADRID;CONSTRUCTION; 200,00 € ;30/06/2019;YES;PROV-005;ZONE 2;INTERNAL; 80,00 € 
671;PROGRAM;CUSTOMER-0004;MADRID;CONSTRUCTION; 150,00 € ;29/06/2021;NO;PROV-003;ZONE 2;INTERNAL; 60,00 € 
672;TRAINING;CUSTOMER-0005;BARCELONA;METAL; 120,00 € ;23/01/2021;NO;PROV-005;ZONE 2;INTERNAL; 54,00 € 
673;CONSULTING;CUSTOMER-0006;BARCELONA;BANK; 300,00 € ;28/03/2020;NO;PROV-005;ZONE 2;INTERNAL; 135,00 € 
674;DEVELOPMENT;CUSTOMER-0007;BARCELONA;BANK; 350,00 € ;26/05/2021;NO;PROV-003;ZONE 2;INTERNAL; 157,50 € 
675;PROJECT;CUSTOMER-0008;ALICANTE;METAL; 300,00 € ;14/12/2019;NO;PROV-001;ZONE 1;EXTERNAL; 135,00 € 
676;TEAMS;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 120,00 € ;19/01/2021;NO;PROV-002;ZONE 1;EXTERNAL; 54,00 € 
677;CONSULTING;CUSTOMER-0010;MADRID;BANK; 150,00 € ;04/10/2019;NO;PROV-001;ZONE 1;EXTERNAL; 67,50 € 
678;DEVELOPMENT;CUSTOMER-0004;MADRID;CONSTRUCTION; 1.200,00 € ;03/01/2019;YES;PROV-005;ZONE 2;INTERNAL; 540,00 € 
679;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 800,00 € ;24/08/2020;YES;PROV-003;ZONE 2;INTERNAL; 360,00 € 
680;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 750,00 € ;30/06/2019;YES;PROV-005;ZONE 2;INTERNAL; 337,50 € 
681;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 4.500,00 € ;27/11/2019;YES;PROV-005;ZONE 2;INTERNAL; 2.025,00 € 
682;TRAINING;CUSTOMER-0003;MADRID;CONSTRUCTION; 500,00 € ;05/09/2020;YES;PROV-003;ZONE 2;INTERNAL; 225,00 € 
683;CONSULTING;CUSTOMER-0004;MADRID;CONSTRUCTION; 750,00 € ;01/10/2021;YES;PROV-005;ZONE 2;INTERNAL; 337,50 € 
684;DEVELOPMENT;CUSTOMER-0005;BARCELONA;METAL; 950,00 € ;02/04/2020;YES;PROV-003;ZONE 2;INTERNAL; 427,50 € 
685;PROJECT;CUSTOMER-0005;BARCELONA;METAL; 680,00 € ;29/03/2019;YES;PROV-005;ZONE 2;INTERNAL; 306,00 € 
686;TEAMS;CUSTOMER-0006;BARCELONA;BANK; 950,00 € ;14/07/2019;YES;PROV-005;ZONE 2;INTERNAL; 427,50 € 
687;PROGRAM;CUSTOMER-0007;BARCELONA;BANK; 1.500,00 € ;13/09/2020;YES;PROV-003;ZONE 2;INTERNAL; 675,00 € 
688;TRAINING;CUSTOMER-0008;ALICANTE;METAL; 5.000,00 € ;26/04/2021;YES;PROV-001;ZONE 1;EXTERNAL; 2.250,00 € 
689;CONSULTING;CUSTOMER-0009;ALICANTE;CONSTRUCTION; 6.500,00 € ;30/04/2019;YES;PROV-002;ZONE 1;EXTERNAL; 2.925,00 € 
690;DEVELOPMENT;CUSTOMER-0010;MADRID;BANK; 8.500,00 € ;20/03/2020;YES;PROV-001;ZONE 1;EXTERNAL; 3.825,00 € 
691;PROJECT;CUSTOMER-0001;MADRID;METAL; 1.200,00 € ;07/10/2021;YES;PROV-004;ZONE 1;EXTERNAL; 540,00 € 
692;TEAMS;CUSTOMER-0010;MADRID;BANK; 300,00 € ;20/01/2019;YES;PROV-004;ZONE 1;EXTERNAL; 135,00 € 
693;PROGRAM;CUSTOMER-0001;MADRID;METAL; 200,00 € ;27/04/2019;YES;PROV-004;ZONE 1;EXTERNAL; 90,00 € 
694;TRAINING;CUSTOMER-0002;ALICANTE;CONSTRUCTION; 150,00 € ;21/09/2021;YES;PROV-004;ZONE 1;EXTERNAL; 67,50 € 
695;CONSULTING;CUSTOMER-0003;MADRID;CONSTRUCTION; 120,00 € ;12/06/2021;YES;PROV-004;ZONE 1;EXTERNAL; 54,00 € 
